# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.493686996400356293e-02 1.243556141853332520e-01 2.930125594139099121e-01 1.493686996400356293e-02 1.243556141853332520e-01 2.930125594139099121e-01
1.000000000000000000e+03 3.770859912037849426e-02 7.005353691056370735e-04 4.891959950327873230e-02 3.770859912037849426e-02 7.005353691056370735e-04 4.891959950327873230e-02
2.000000000000000000e+03 2.034574002027511597e-02 1.888986007543280721e-04 2.031540870666503906e-02 2.034574002027511597e-02 1.888986007543280721e-04 2.031540870666503906e-02
3.000000000000000000e+03 6.294873543083667755e-03 2.650709939189255238e-05 4.581195302307605743e-03 6.294873543083667755e-03 2.650709939189255238e-05 4.581195302307605743e-03
4.000000000000000000e+03 2.734361682087182999e-03 9.634333764552138746e-06 2.392442431300878525e-03 2.734361682087182999e-03 9.634333764552138746e-06 2.392442431300878525e-03
5.000000000000000000e+03 2.134558511897921562e-03 4.512622581387404352e-06 1.891707303002476692e-03 2.134558511897921562e-03 4.512622581387404352e-06 1.891707303002476692e-03
6.000000000000000000e+03 1.950771664269268513e-03 4.029502179037081078e-06 1.744312932714819908e-03 1.950771664269268513e-03 4.029502179037081078e-06 1.744312932714819908e-03
7.000000000000000000e+03 1.863200333900749683e-03 1.168698781839339063e-05 1.707809744402766228e-03 1.863200333900749683e-03 1.168698781839339063e-05 1.707809744402766228e-03
8.000000000000000000e+03 1.054612570442259312e-03 8.652287760924082249e-06 1.446989830583333969e-03 1.054612570442259312e-03 8.652287760924082249e-06 1.446989830583333969e-03
9.000000000000000000e+03 8.826311677694320679e-04 3.584020760172279552e-06 1.374289044179022312e-03 8.826311677694320679e-04 3.584020760172279552e-06 1.374289044179022312e-03
1.000000000000000000e+04 1.067283912561833858e-03 7.578027179988566786e-06 1.399064902216196060e-03 1.067283912561833858e-03 7.578027179988566786e-06 1.399064902216196060e-03
1.100000000000000000e+04 9.832634823396801949e-04 6.675360964436549693e-06 1.358912675641477108e-03 9.832634823396801949e-04 6.675360964436549693e-06 1.358912675641477108e-03
1.200000000000000000e+04 7.833213312551379204e-04 3.829246452369261533e-06 1.299793832004070282e-03 7.833213312551379204e-04 3.829246452369261533e-06 1.299793832004070282e-03
1.300000000000000000e+04 8.348407573066651821e-04 2.548113798184203915e-06 1.213675597682595253e-03 8.348407573066651821e-04 2.548113798184203915e-06 1.213675597682595253e-03
1.400000000000000000e+04 7.622988196089863777e-04 4.213926331431139261e-06 1.258927397429943085e-03 7.622988196089863777e-04 4.213926331431139261e-06 1.258927397429943085e-03
1.500000000000000000e+04 1.019572489894926548e-03 6.793717147957067937e-06 1.297229435294866562e-03 1.019572489894926548e-03 6.793717147957067937e-06 1.297229435294866562e-03
1.500000000000000000e+04 1.019572489894926548e-03 6.793717147957067937e-06 1.297229435294866562e-03 1.019572489894926548e-03 6.793717147957067937e-06 1.297229435294866562e-03
1.600000000000000000e+04 3.627964470069855452e-04 1.124342816183343530e-06 4.852802958339452744e-04 1.019572489894926548e-03 6.793717147957067937e-06 1.297229435294866562e-03
1.700000000000000000e+04 2.168755891034379601e-04 1.183256358672224451e-06 2.582677407190203667e-04 1.019572489894926548e-03 6.793717147957067937e-06 1.297229435294866562e-03
1.800000000000000000e+04 1.434965670341625810e-04 5.726184326704242267e-07 1.376117870677262545e-04 1.019572489894926548e-03 6.793717147957067937e-06 1.297229435294866562e-03
1.900000000000000000e+04 1.010252308333292603e-04 2.239203240606002510e-07 4.781555253430269659e-05 1.019572489894926548e-03 6.793717147957067937e-06 1.297229435294866562e-03
2.000000000000000000e+04 5.359328497434034944e-05 2.289544056566228392e-07 1.017769136524293572e-05 1.019572489894926548e-03 6.793717147957067937e-06 1.297229435294866562e-03
2.100000000000000000e+04 2.789289464999455959e-05 8.183708644082798855e-08 2.463827968313125893e-06 1.019572489894926548e-03 6.793717147957067937e-06 1.297229435294866562e-03
2.200000000000000000e+04 1.900924689834937453e-05 4.487878157988234307e-08 2.202081304858438671e-06 1.019572489894926548e-03 6.793717147957067937e-06 1.297229435294866562e-03
2.300000000000000000e+04 1.423684443579986691e-05 2.166247625723372039e-08 1.119989292419631965e-06 1.019572489894926548e-03 6.793717147957067937e-06 1.297229435294866562e-03
2.372000000000000000e+04 1.147837429016362876e-05 2.047030278617967269e-08 7.347177302108320873e-07 1.147837429016362876e-05 2.047030278617967269e-08 7.347177302108320873e-07
